"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Edc3",0.259819953734284,0.215865003805634,0.149,0.13,1
"Scap",0.260059559037755,0.293061430001269,0.116,0.099,1
"Plcl1",0.260073084954327,0.658152537492677,0.017,0.01,1
"AW146154",0.260073084954327,0.658152537492677,0.017,0.01,1
"Coro1b",0.260073084954327,0.658152537492677,0.017,0.01,1
"Tmem120b",0.260221796213845,0.492049247002774,0.03,0.022,1
"Tulp4",0.260539170394037,-0.209397166483673,0.095,0.111,1
"Hdac3",0.26054329027336,0.142654856434622,0.209,0.187,1
"Hdac8",0.260844110211205,0.308210066435719,0.103,0.088,1
"Hnrnpul2",0.260899409978021,0.124223156381134,0.543,0.524,1
"Caskin2",0.261032665958172,-0.331793797843399,0.021,0.029,1
"Apex1",0.261111251207253,0.466726466839443,0.045,0.035,1
"Tnks1bp1",0.261466781847103,-0.26063276892216,0.066,0.08,1
"Ksr2",0.261504544441669,-0.77925277481462,0.007,0.012,1
"Map3k3",0.261565822366684,-0.253310787905665,0.22,0.24,1
"Smpd1",0.261714053522044,0.186913630109504,0.142,0.124,1
"Slc38a10",0.26179102153018,0.177157956637697,0.345,0.326,1
"Tsen15",0.261814896401547,-0.457324679927258,0.025,0.034,1
"Sult2b1",0.261854492279705,-0.432233698964428,0.033,0.043,1
"Slc7a1",0.261916584218071,-0.105022935996377,0.138,0.158,1
"Pafah1b2",0.261932289670966,-0.105766237472814,0.311,0.338,1
"Rrm2b",0.262061296614352,0.22074722518538,0.102,0.086,1
"Irak4",0.262068871474738,0.207808169477881,0.135,0.117,1
"Cog4",0.262337545031811,-0.127176078234927,0.081,0.097,1
"Exoc8",0.262344135656721,0.180105240688034,0.132,0.114,1
"Foxk1",0.262357484563247,-0.159326601838633,0.176,0.196,1
"Uxs1",0.262837753883125,0.204506584178169,0.135,0.117,1
"Nr1d2",0.262934068383,-0.176588272360005,0.175,0.195,1
"Aamp",0.263098369038144,-0.117748719220471,0.344,0.372,1
"Nsmce2",0.263254738338379,-0.110999930732429,0.194,0.216,1
"Ghitm",0.263256735537946,0.158334618016814,0.45,0.432,1
"Map3k11",0.263319118611518,-0.140134504046558,0.142,0.162,1
"Ergic3",0.263445951745006,0.226647826625064,0.177,0.158,1
"Psmg4",0.263466724360768,-0.330212762023919,0.11,0.127,1
"Ap5z1",0.263797980250911,-0.229914183824185,0.059,0.073,1
"Atp2b2",0.263808354389977,-0.245820574733546,0.007,0.012,1
"Ifitm3",0.263834783120309,0.355859320932544,0.19,0.172,1
"Luzp1",0.26392680095109,0.342376669586911,0.059,0.047,1
"Slc45a4",0.263979352173813,0.216359907944441,0.205,0.184,1
"Hadha",0.263988464172143,0.220747225185379,0.228,0.209,1
"Gabpa",0.264058592068054,0.138285064993407,0.212,0.19,1
"Wdr62",0.264150068245536,0.620677832074015,0.023,0.016,1
"Gabpb1",0.264226901618226,-0.136502522266065,0.424,0.449,1
"Fbxw2",0.264237825019934,0.133790047775494,0.274,0.249,1
"Cradd",0.264323145069012,-0.316462144087408,0.055,0.068,1
"Stam",0.264352270206695,0.285899904710631,0.096,0.081,1
"Aven",0.264431523609353,0.281911087863776,0.125,0.109,1
"Sp110",0.264527041103684,0.346755110097485,0.072,0.059,1
"Cmc1",0.264538483359101,0.178863144149071,0.272,0.252,1
"Hspg2",0.264572675236359,-0.15776439806835,0.015,0.023,1
"Nfic",0.264589390805971,-0.335334155548648,0.048,0.06,1
"Jtb",0.26483629811061,-0.239932939649176,0.209,0.228,1
"Eif2b1",0.265449968703844,-0.198791666328405,0.077,0.093,1
"Haghl",0.265501681512459,0.235246794880495,0.105,0.089,1
"BC030867",0.265597815546508,0.542675320072742,0.023,0.016,1
"Eya2",0.265614231014441,0.542675320072742,0.023,0.016,1
"Bltp3a",0.265614231014441,0.542675320072742,0.023,0.016,1
"Pds5b",0.265623966414577,-0.1552961424776,0.155,0.176,1
"Phka2",0.265656580894185,-0.227842833804491,0.066,0.08,1
"Cluap1",0.26593107900093,0.323665538130947,0.076,0.062,1
"Usp37",0.266105076217353,-0.173531713926666,0.14,0.16,1
"Polh",0.266210090167059,-0.341847462507323,0.033,0.043,1
"Atp5if1",0.266237038400152,-0.196733450021793,0.15,0.169,1
"Nae1",0.266298385568197,-0.229372733248909,0.162,0.182,1
"Akt2",0.266532564790161,-0.119455041170874,0.209,0.232,1
"Enpp4",0.266659002622356,-0.720359085761053,0.006,0.01,1
"Dsn1",0.266769212733782,0.405171796322807,0.05,0.039,1
"Rangap1",0.2668248585679,0.142391587483925,0.198,0.177,1
"Zfp27",0.2670933129789,0.220747225185379,0.036,0.026,1
"Med16",0.267307733505055,-0.298126085078004,0.084,0.099,1
"Trappc2l",0.267373339419912,-0.171020494770617,0.154,0.174,1
"Atp6v1c1",0.267438071026651,-0.13192439313309,0.184,0.207,1
"Pcbp1",0.267498284617366,-0.112741379379585,0.381,0.408,1
"Mon1b",0.267516110347609,0.245289409448171,0.105,0.089,1
"Trp53inp1",0.267599730211694,-0.114204600549832,0.675,0.682,1
"Mfsd14a",0.267685541042555,-0.159419814246412,0.162,0.183,1
"Mical2",0.267762854103508,-0.27290010878983,0.029,0.039,1
"Mbp",0.267789636900153,-0.136187319529896,0.231,0.254,1
"Mdm2",0.267924457167107,-0.115837201488626,0.417,0.447,1
"Wwox",0.26805827725049,-0.180807044729842,0.052,0.065,1
"Fcsk",0.26821196345185,0.589981034851099,0.034,0.025,1
"Smcr8",0.268378064807736,-0.19605936694652,0.202,0.223,1
"Sgo2a",0.268480415138852,0.390672226627692,0.023,0.016,1
"Rad51b",0.268686223792662,0.60156900912631,0.029,0.021,1
"Prr3",0.26874546130052,-0.258015871703852,0.037,0.048,1
"Slain2",0.268759826242673,-0.142451342573846,0.238,0.261,1
"Resf1",0.268809171244053,-0.142689077606251,0.298,0.324,1
"Zfp106",0.268878869659416,0.182343712884033,0.243,0.222,1
"Adck5",0.268917560599819,0.141312757690975,0.069,0.056,1
"Smim13",0.269139931569973,0.405171796322808,0.04,0.03,1
"Usp8",0.269415217816454,-0.211345438273194,0.221,0.242,1
"Ccndbp1",0.269595366727345,-0.139683943442994,0.237,0.261,1
"Tmem14c",0.269619434799116,0.208719128308331,0.249,0.23,1
"Bsg",0.269736549625379,0.189294412142694,0.279,0.259,1
"Ep300",0.270084722271314,0.200443128730291,0.451,0.437,1
"D17H6S53E",0.270090237998586,0.248227961607487,0.129,0.112,1
"Kansl2",0.270202893392831,0.226342688078899,0.18,0.161,1
"Kdm4c",0.270415614552672,0.16691780845571,0.157,0.138,1
"Anapc10",0.270432030576489,0.542675320072743,0.029,0.021,1
"Twsg1",0.27045625863769,0.139217339688781,0.33,0.303,1
"Pxmp4",0.270488492862728,0.490207900178606,0.034,0.025,1
"Tmbim1",0.27050757394509,-0.183308717429725,0.235,0.256,1
"Sde2",0.270589703485115,0.226899452166975,0.21,0.191,1
"Lrrc28",0.270781217739379,-0.323023588215666,0.058,0.071,1
"Stard7",0.271268792721735,-0.179790704398349,0.142,0.161,1
"Rcn1",0.271310136422151,-0.286212763534504,0.092,0.108,1
"Qsox1",0.271472666401552,0.230172237974648,0.235,0.216,1
"Tomm70a",0.271667845844838,0.140380951324089,0.239,0.217,1
"Borcs7",0.27170084622624,-0.364215275535776,0.04,0.051,1
"Mndal",0.27180687507893,0.147990882750065,0.615,0.597,1
"Tmx2",0.271978676229587,0.168609601850204,0.157,0.138,1
"Vamp4",0.272007117167178,-0.129939862683407,0.319,0.344,1
"F8a",0.272132853852065,-0.309767491513401,0.044,0.056,1
"Dlat",0.272152290409769,-0.186677089983589,0.143,0.162,1
"Kctd11",0.272178951412174,-0.521455017346973,0.014,0.021,1
"Dcbld2",0.272178951412174,-0.521455017346973,0.014,0.021,1
"Frat1",0.272261924172214,-0.302350019950917,0.065,0.078,1
"Ankrd28",0.272294351469605,-0.379322167925984,0.073,0.087,1
"Pcbd2",0.272314574942859,0.216689008611026,0.084,0.07,1
"Smarcd3",0.272927937003348,0.644554934091956,0.044,0.034,1
"Trim13",0.273155560433869,-0.485893832124029,0.032,0.042,1
"Paxip1",0.273324402681922,0.164163696819013,0.171,0.151,1
"Dusp28",0.27354595539859,0.668206202156601,0.015,0.009,1
"Cd59a",0.27354595539859,0.668206202156601,0.015,0.009,1
"Zkscan7",0.27354595539859,0.668206202156601,0.015,0.009,1
"Rhbdf1",0.27354595539859,0.668206202156601,0.015,0.009,1
"Dnase1l2",0.27354595539859,0.668206202156601,0.015,0.009,1
"Oas1g",0.27364728570942,0.658152537492677,0.015,0.009,1
"Zfp873",0.273662354382412,0.42238108635503,0.029,0.021,1
"Ralgps1",0.273905268472078,-0.430357632326989,0.036,0.046,1
"Lamp2",0.273994726738134,0.168649537492368,0.409,0.389,1
"Fip1l1",0.274018686320626,-0.163111963251718,0.323,0.344,1
"Odr4",0.274125155871117,-0.230553818080236,0.072,0.086,1
"Ilf2",0.274214048810379,-0.262308697522115,0.107,0.124,1
"Sertad2",0.274388506683225,-0.175348710440004,0.166,0.186,1
"Irak2",0.274680073217293,0.151250378015849,0.391,0.372,1
"Atp6ap2",0.274724558488509,-0.195549719866063,0.271,0.291,1
"Dna2",0.274743473454967,0.542675320072742,0.015,0.009,1
"Heatr1",0.274777965827771,0.312807778174148,0.124,0.108,1
"Tdg",0.274983427103619,-0.126500184551499,0.154,0.175,1
"Supt3",0.275092796758308,-0.281167724773431,0.107,0.124,1
"Tmem230",0.275288754628551,-0.230255771381337,0.127,0.144,1
"Mthfs",0.275318609763346,0.132391350764533,0.19,0.169,1
"Tfe3",0.275423810573401,-0.123141433133254,0.151,0.172,1
"Chrac1",0.275698384873469,-0.137635057235895,0.193,0.214,1
"Ccl3",0.275903667102062,-0.451588310378114,0.056,0.069,1
"Strbp",0.275933087177072,-0.220884484105177,0.109,0.126,1
"Ap3d1",0.276062057423143,0.165821014681786,0.238,0.217,1
"Zfp54",0.276146199083993,0.315264823969669,0.054,0.042,1
"Dcaf6",0.276476380600725,-0.220285482626408,0.084,0.099,1
"Tfam",0.276476677661412,-0.134079656567905,0.166,0.187,1
"Top3b",0.276587971668417,-0.238429702827037,0.131,0.148,1
"Ptpmt1",0.276692865210908,0.225646024598219,0.143,0.126,1
"Abi3",0.276701012441742,-0.434604603427174,0.043,0.054,1
"Foxn3",0.276728880946672,-0.185245134490457,0.283,0.3,1
"Arl1",0.276918273221244,-0.15776439806835,0.188,0.21,1
"Eid1",0.277105678394738,-0.180615337196387,0.23,0.249,1
"Rp2",0.277137526943931,0.269656825666326,0.117,0.101,1
"Ints14",0.277270507524693,0.243115038213834,0.142,0.125,1
"Ormdl1",0.277377109893027,-0.203279057320719,0.121,0.139,1
"Npc1",0.277401525695362,-0.175810853485804,0.132,0.15,1
"Ccz1",0.277511401078276,0.246936749166243,0.221,0.204,1
"Stard4",0.277655122656092,-0.167818062732273,0.138,0.156,1
"Atg101",0.277832012280928,-0.221610880092975,0.171,0.19,1
"AB124611",0.277944841535716,0.183594226767914,0.059,0.047,1
"Rnmt",0.278086592197056,-0.269954544025536,0.102,0.118,1
"Taf9b",0.278176377603258,0.193341067844728,0.096,0.081,1
"Tars2",0.27818502203554,0.132391350764533,0.098,0.082,1
"Uspl1",0.278300075042195,-0.194290274093464,0.106,0.123,1
"Galc",0.278351120282439,0.296918905670784,0.083,0.069,1
"Arfip2",0.278360374931048,0.285179097780379,0.106,0.091,1
"E2f2",0.278425475557121,0.293647772232827,0.078,0.065,1
"Lsm1",0.278665067305824,0.208674392884804,0.15,0.132,1
"Htatsf1",0.278770361938179,0.240784978421924,0.138,0.121,1
"Cdk7",0.279088553993168,-0.285143704544577,0.106,0.122,1
"Tmem86b",0.279412616668702,0.123590987731196,0.117,0.1,1
"Ndufb4",0.279490570047678,0.207691072359934,0.114,0.098,1
"Prkce",0.279492753479429,-0.329000582951719,0.063,0.076,1
"Anxa1",0.279696928497111,0.208256281002183,0.054,0.042,1
"Tut7",0.279829651933886,0.146216616953883,0.582,0.583,1
"Plcb2",0.280012916591068,-0.259878615721041,0.051,0.063,1
"C1galt1",0.28014061783257,-0.213595796890255,0.226,0.246,1
"Zfp790",0.280198581681557,0.197539834024054,0.05,0.039,1
"Arglu1",0.280293989587375,-0.112676508539812,0.343,0.367,1
"Csf2",0.280372593990607,-1.07729363047633,0.032,0.042,1
"Cdr2",0.280481647758382,-0.125703188836051,0.062,0.076,1
"Ralb",0.280553587045532,0.331171214879031,0.07,0.058,1
"Ddx51",0.280598246664129,-0.355445065908044,0.028,0.037,1
"Prr12",0.280636023340874,0.173707469489883,0.208,0.187,1
"Camk1",0.280728901121387,-0.274460622777448,0.023,0.032,1
"Cbx3",0.280783282986094,0.104659257015806,0.345,0.322,1
"Kxd1",0.280852676716328,-0.176588272360005,0.106,0.123,1
"Rnf34",0.280981658623866,0.274186484146841,0.109,0.093,1
"Wars1",0.28105135588036,0.196499678938702,0.14,0.123,1
"Mcts1",0.281111861792941,-0.142759973453382,0.206,0.227,1
"Arl15",0.281360813271333,-0.15555787960475,0.171,0.19,1
"Chst2",0.281502450715287,0.213838855843202,0.135,0.118,1
"Lyz2",0.281677077549237,-0.311473813463803,0.032,0.042,1
"Trmt112",0.28176171679225,-0.139398515597392,0.256,0.28,1
"Cyp51",0.281811727295218,-0.221640762238419,0.212,0.232,1
"St3gal2",0.281811995315628,0.275195009207756,0.07,0.058,1
"Ythdc2",0.281880751021622,-0.416682695429912,0.045,0.057,1
"Pex14",0.281998391444168,0.320282898736294,0.116,0.1,1
"Tmed7",0.282051065447008,0.116484959855172,0.451,0.431,1
"Hscb",0.282060075181831,-0.264679601984862,0.095,0.11,1
"Ppp2cb",0.282110680718204,-0.160152684125467,0.359,0.378,1
"Nrm",0.282200277736767,0.38905213095953,0.092,0.078,1
"Gle1",0.282210950181698,-0.240832860030494,0.077,0.092,1
"Pabpn1",0.282245862192962,-0.124480807560712,0.411,0.432,1
"Zfp959",0.282289688282558,0.268500356633748,0.058,0.046,1
"Samd11",0.282318819966208,-0.457324679927257,0.055,0.067,1
"Cbx6",0.282637307236792,0.189038365458042,0.072,0.059,1
"Chid1",0.282674461239971,-0.11218919387857,0.055,0.068,1
"Ptpn4",0.282728552257299,-0.194290274093464,0.077,0.092,1
"Wbp11",0.282944269134503,0.133031079564117,0.239,0.218,1
"Fan1",0.283026178070246,0.405171796322808,0.039,0.029,1
"Rbfa",0.283052437279889,0.112891235424712,0.234,0.212,1
"Sp2",0.283329400581073,-0.147780309495728,0.177,0.197,1
"Fbxw17",0.283822207588622,0.182273077370744,0.096,0.081,1
"Gnb4",0.283913153978079,0.254430351441669,0.12,0.104,1
"Cdc6",0.283986251713021,0.770944307745859,0.037,0.028,1
"Nfyc",0.28401799143062,0.161770505713044,0.179,0.16,1
"Ccng2",0.284024222601625,-0.12623658575442,0.376,0.398,1
"Maff",0.284066059818307,-0.291901070719887,0.076,0.09,1
"Ccdc9",0.284162762348299,0.183236430285886,0.234,0.213,1
"Asb13",0.284361743895315,0.235493810554566,0.074,0.061,1
"Elovl4",0.284533439815871,-0.594828203677193,0.012,0.019,1
"Zgpat",0.284763808811211,-0.148531987229029,0.241,0.262,1
"Pym1",0.284929276324733,0.164727139529118,0.223,0.201,1
"Rdh11",0.284953031638903,-0.253791285842126,0.073,0.087,1
"Ddx10",0.285015588836222,-0.13109644760627,0.248,0.27,1
"Recql5",0.285209132614582,0.488227536050365,0.033,0.025,1
"Fam177a",0.285417640748055,-0.527714007818656,0.012,0.019,1
"Mcm7",0.285590047091653,0.18605450701922,0.161,0.143,1
"Spsb2",0.285614618603906,-0.457324679927258,0.018,0.025,1
"Nemp1",0.285614618603906,-0.457324679927258,0.018,0.025,1
"Zcchc14",0.285664245669429,-0.457324679927257,0.018,0.025,1
"Zswim7",0.285664245669429,-0.457324679927257,0.018,0.025,1
"Ahi1",0.285668453422294,0.244593967139747,0.074,0.061,1
"Cdca2",0.285695433364221,0.542675320072743,0.043,0.033,1
"Hipk1",0.28589945965879,-0.189159165990313,0.477,0.485,1
"Crcp",0.28590454213262,0.215865003805634,0.149,0.131,1
"Fbxo8",0.285984794106768,-0.205137656330456,0.131,0.148,1
"Fastkd5",0.286168232334553,-0.232258124292484,0.054,0.066,1
"Zfp120",0.28624983350526,0.232990820940127,0.083,0.069,1
"Emc2",0.286261681108142,0.162741621749814,0.188,0.168,1
"Btbd19",0.286831322830736,0.460213159880769,0.043,0.033,1
"Ndufc2",0.286897352304353,-0.159582539507329,0.278,0.299,1
"Cdk5r1",0.286959423705289,-0.353488868942718,0.039,0.049,1
"Mccc2",0.287134376188576,0.478544982653027,0.028,0.02,1
"Tmem175",0.28721845263574,-0.199012684335867,0.077,0.092,1
"Mgrn1",0.287347001346888,-0.119044379632452,0.14,0.161,1
"Dock8",0.287429018244757,0.140861515950063,0.486,0.46,1
"Exosc4",0.287726350982082,-0.220285482626408,0.08,0.094,1
"Meak7",0.287801649396649,-0.357789006376343,0.018,0.025,1
"Clpb",0.287838419275605,-0.364215275535777,0.052,0.064,1
"Cass4",0.287854366535557,0.494581031871697,0.063,0.052,1
"Gspt1",0.287946573810822,0.191452918391342,0.18,0.161,1
"Fbxo38",0.288298855189132,-0.148081844671011,0.223,0.244,1
"Tsen34",0.288331212310704,0.312377700650948,0.065,0.053,1
"Stk16",0.288409819490504,0.254694557108718,0.193,0.175,1
"Abtb2",0.288635454643411,-0.292040065376855,0.116,0.131,1
"Letm1",0.288645320664656,0.240491160483795,0.127,0.11,1
"Sh3pxd2a",0.289112745430445,0.383977574053683,0.052,0.042,1
"Egr3",0.289168129157924,0.473962569988728,0.033,0.025,1
"Ptov1",0.289372897999727,-0.194290274093464,0.08,0.094,1
"Pfkfb2",0.289712905380361,-0.499144855621886,0.022,0.03,1
"Immp2l",0.289712905380361,-0.499144855621886,0.022,0.03,1
"Ppp2r5e",0.289715384152316,-0.189391474680625,0.216,0.235,1
"Hbs1l",0.289728622402377,-0.199828457634894,0.136,0.154,1
"Slc25a46",0.289733200467506,-0.201143945134527,0.164,0.182,1
"Rusc1",0.28977258810871,-0.274460622777447,0.078,0.093,1
"Babam2",0.28991831299018,-0.155860687599611,0.208,0.229,1
"Natd1",0.2899684533025,0.304515582877978,0.052,0.042,1
"Cfap97",0.289973258135705,0.262567400880007,0.085,0.072,1
"Macf1",0.29014104010152,-0.132921013813984,0.612,0.617,1
"Rpp21",0.290279169750416,0.165954752345,0.154,0.136,1
"Mmgt1",0.290390408186456,-0.245820574733546,0.056,0.069,1
"Utp14a",0.290393000425887,-0.413381332339661,0.065,0.077,1
"Kif18b",0.290563343995893,0.297562822236211,0.033,0.025,1
"Sf3a2",0.290809164948575,0.162710587707524,0.264,0.244,1
"Cnot7",0.291201129912905,-0.13879516150176,0.194,0.214,1
"Mbnl2",0.291369826528893,0.113537623749044,0.303,0.281,1
"Meaf6",0.291381641529207,-0.204138060049811,0.176,0.195,1
"Tmem209",0.29141966747845,0.317115619657611,0.149,0.133,1
"Zmym5",0.291459286109734,0.200150320578266,0.184,0.166,1
"Ppm1h",0.29167178549367,-0.246825937172064,0.176,0.195,1
"Cdc42bpb",0.291766787566077,-0.492948589657979,0.026,0.035,1
"Yju2b",0.291944696414835,0.231473631778438,0.066,0.054,1
"Aar2",0.292211631628837,0.273488687257354,0.052,0.042,1
"Tor3a",0.292227198521352,0.313856629576861,0.077,0.064,1
"Gfod1",0.292377027577979,-0.190809705358502,0.103,0.119,1
"Hnrnph2",0.292388217257099,-0.137524977421339,0.289,0.312,1
"Rab39b",0.292599799072323,-0.258015871703852,0.039,0.049,1
"Tmcc1",0.292706675407455,0.215380715435564,0.177,0.16,1
"Edrf1",0.293437470641495,-0.173531713926667,0.12,0.137,1
"Lamtor2",0.293821851256111,-0.14891490921459,0.279,0.299,1
"Zhx1",0.29402629300861,0.124449543162851,0.146,0.127,1
"Gtf2h3",0.294079509245252,0.44956591568126,0.055,0.044,1
"Phospho2",0.29415624275827,-0.228700304879295,0.076,0.09,1
"Smdt1",0.294305253668264,-0.139248910535502,0.376,0.397,1
"Flot1",0.294335980963551,-0.147640180794642,0.105,0.121,1
"Spc25",0.294339800129546,0.427198102652806,0.051,0.041,1
"Pmm1",0.294464800514145,-0.293825947644379,0.034,0.044,1
"Gpcpd1",0.294550739216075,0.173181541933324,0.527,0.512,1
"Fam199x",0.29458164332092,-0.18169023731383,0.083,0.097,1
"Svbp",0.29460987930248,0.320282898736294,0.084,0.071,1
"Srpra",0.294624645619755,-0.142451342573846,0.187,0.207,1
"Inpp5b",0.294692361164194,-0.118638066778529,0.202,0.225,1
"Rnf166",0.295104816325434,-0.258779000545178,0.164,0.181,1
"Ubl7",0.295124329949016,-0.18473144566862,0.252,0.27,1
"Gpc1",0.295180765148021,-0.223961140769807,0.091,0.106,1
"Lysmd4",0.295198393714108,0.301667220568947,0.043,0.033,1
"Pdcd5",0.295518500291196,-0.131686265701521,0.18,0.2,1
"Commd6",0.295524203186318,-0.14129718647958,0.143,0.161,1
"Setd3",0.295679763821661,-0.130823855250071,0.345,0.367,1
"Rgs19",0.295744234552696,0.199787606549734,0.232,0.214,1
"Stx18",0.295935668092659,0.203873406620983,0.127,0.11,1
"Phlpp2",0.296040569637006,-0.264679601984862,0.034,0.044,1
"Anapc15",0.296108144182156,0.446460004813439,0.037,0.028,1
"Ufm1",0.296109649431567,0.107837578059767,0.246,0.223,1
"Habp4",0.296211744330292,0.352850761192725,0.08,0.067,1
"Ipo7",0.296237000325363,-0.208826367251345,0.103,0.119,1
"Slc2a9",0.296260818712336,0.542675320072743,0.021,0.014,1
"Ankle1",0.296260818712336,0.542675320072743,0.021,0.014,1
"Zfp995",0.296260818712336,0.542675320072743,0.021,0.014,1
"Slc35d1",0.296311549740712,-0.174252520856919,0.193,0.212,1
"Nkapd1",0.296956250645771,-0.27978649437507,0.121,0.137,1
"Tpd52",0.297105591817062,-0.312934770592084,0.026,0.035,1
"AU041133",0.297621855088051,-0.234932258590811,0.034,0.044,1
"Pdpr",0.298242819632445,-0.291738614209283,0.11,0.126,1
"Mpv17l2",0.298840496620818,0.150357897293982,0.087,0.073,1
"Prox1",0.298901038599628,0.399717366230699,0.047,0.037,1
"Tcf3",0.298903051829185,0.132042999913899,0.105,0.09,1
"Art2b",0.29912376061657,-0.535327191928531,0.011,0.017,1
"Bik",0.29912376061657,-0.535327191928531,0.011,0.017,1
"Rnd1",0.29912376061657,-0.535327191928531,0.011,0.017,1
"Ap1s2",0.299131938482849,-0.129092008185686,0.188,0.21,1
"Fcgr1",0.299161832132066,0.294747806629156,0.021,0.014,1
"Asb3",0.299284829731215,0.22074722518538,0.118,0.103,1
"Sparc",0.299935425603167,-0.205785912931294,0.026,0.035,1
"Arfgef1",0.299999240833083,0.150702010602921,0.494,0.484,1
"Dnajc8",0.300380073738583,-0.103341215153358,0.376,0.398,1
"Ncoa1",0.300453064727093,-0.13378553513391,0.138,0.156,1
"Vps29",0.300529080058067,-0.158413237764867,0.206,0.226,1
"Ssr1",0.300602018560177,-0.132297346381009,0.448,0.466,1
"Pphln1",0.300603641269405,0.205042324479505,0.231,0.213,1
"Crtc1",0.300635213411397,0.542675320072742,0.032,0.024,1
"Tefm",0.300713070579441,0.488227536050365,0.032,0.024,1
"Slirp",0.300943955489621,0.218933654813449,0.19,0.173,1
"Gfi1",0.301108074799468,-0.357789006376343,0.037,0.047,1
"Mbd5",0.301330969854781,0.192488965143866,0.113,0.097,1
"Pdxdc1",0.301340548140397,-0.354231186963155,0.037,0.047,1
"Zfp740",0.301373409895284,0.125779874573316,0.232,0.212,1
"Cbx1",0.30172990007706,-0.127176078234927,0.111,0.128,1
"Dnajb14",0.301742345048946,0.167463801287087,0.124,0.108,1
"Pgghg",0.301816313972812,-0.17591174477861,0.096,0.111,1
"Carns1",0.302108242476792,0.305636122771893,0.037,0.028,1
"Chchd4",0.302317996748859,0.226201655277488,0.069,0.057,1
"Gnb1",0.30234193634375,0.10043609323526,0.585,0.563,1
"Zbtb4",0.302395199291506,-0.208645567070534,0.076,0.09,1
"Piezo1",0.302414888281498,0.141713006005621,0.237,0.216,1
"Gtf2e2",0.302441624767495,-0.212212182090726,0.143,0.161,1
"Nenf",0.30260125244676,-0.14146258573925,0.102,0.118,1
"Zfp607a",0.302651350797607,-0.270239127326763,0.048,0.059,1
"Ddt",0.302780411146452,0.167166184980536,0.182,0.163,1
"Acy1",0.302869457646105,0.427198102652806,0.032,0.024,1
"Tnfrsf25",0.303009274023228,-0.247401610553026,0.055,0.067,1
"Cd69",0.303059916102862,0.182273077370744,0.373,0.347,1
"Arxes2",0.303068837586658,-0.350409476010746,0.017,0.024,1
"Lins1",0.303358612407049,0.472285992181344,0.026,0.019,1
"Pbx4",0.303358612407049,0.472285992181344,0.026,0.019,1
"Tmem205",0.303358612407049,0.472285992181344,0.026,0.019,1
"Zfp526",0.303402379568866,-0.32239509984115,0.037,0.047,1
"Pole3",0.303852700974495,0.309476143779712,0.072,0.059,1
"Adck2",0.303941181765421,0.261262384924094,0.084,0.071,1
"Ercc6l",0.303942406505963,-0.400741151560891,0.033,0.042,1
"Metap1d",0.304125141708477,-0.39843099087369,0.033,0.042,1
"Slc25a25",0.30474449402364,-0.187058704862388,0.149,0.166,1
"Uri1",0.304754976498198,-0.136804779432704,0.154,0.173,1
"Exd2",0.304799636753569,-0.296043772894197,0.067,0.08,1
"Sirt5",0.304890178685135,0.411430786794489,0.026,0.019,1
"Vcpip1",0.30500394774527,0.184101628398329,0.263,0.244,1
"Zfp292",0.305366379165379,0.109715912796636,0.42,0.393,1
"Ctns",0.305519581267564,-0.371594805901374,0.033,0.042,1
"Cenpv",0.305534473080954,-0.457324679927257,0.029,0.038,1
"Ncoa7",0.305549587619878,0.321987204948543,0.135,0.12,1
"Dvl2",0.3057020149367,-0.179023517440153,0.069,0.082,1
"Zscan12",0.30572263004693,-0.501718799285711,0.021,0.028,1
"Rbx1",0.305837972692971,0.185123315454659,0.161,0.144,1
"Nemp2",0.305925838614104,-0.26063276892216,0.065,0.077,1
"Plod3",0.306076527045749,0.273488687257354,0.051,0.041,1
"Mt2",0.306182445012722,-0.174534978946854,0.139,0.157,1
"Ebag9",0.306423798969956,-0.150663341693206,0.113,0.129,1
"Tmem88",0.306744150050099,0.246543226062717,0.088,0.075,1
"Prpf3",0.306842295766061,-0.267353736283187,0.1,0.115,1
"Psma5",0.306850273823002,0.237820738544321,0.303,0.289,1
"Ift140",0.306879908690129,-0.287399678484945,0.058,0.07,1
"Crip1",0.306918800654884,-0.127623645273771,0.729,0.73,1
"Ahctf1",0.306922211552095,0.201023704724801,0.281,0.263,1
"Angel1",0.306939460491448,-0.457324679927257,0.021,0.028,1
"Usp33",0.30711725517035,0.156258498733666,0.173,0.155,1
"Tbc1d10c",0.307144093645763,0.116167109516797,0.532,0.526,1
"Tmem18",0.307266074477641,0.262567400880007,0.072,0.059,1
"Cul2",0.307294399549695,-0.147430684672749,0.217,0.239,1
"Vegfa",0.307452669973296,-0.149202384564926,0.021,0.028,1
"Mdn1",0.307468923218269,-0.229914183824186,0.087,0.101,1
"Scly",0.30751123298178,0.192732849015783,0.129,0.113,1
"Sumf1",0.307788842471825,0.355589767472247,0.078,0.066,1
"Elp2",0.307943346414933,0.204259102396811,0.111,0.096,1
"Fzr1",0.308070305716223,0.163557395048841,0.212,0.193,1
"Tgif2",0.308093871916197,0.185414152073099,0.149,0.131,1
"Nuf2",0.308103219302112,0.443139646521828,0.045,0.036,1
"Zmym3",0.308355769410894,-0.240226558260323,0.087,0.101,1
"Fam98c",0.308534655731654,-0.118739241086288,0.117,0.134,1
"Cisd2",0.308550369144823,-0.14395859854332,0.331,0.353,1
